ms.zoning,lot.frontage,lot.area,street,alley,lot.shape,land.contour,lot.config,land.slope,neighborhood,condition.1,condition.2,bldg.type,house.style,overall.qual,overall.cond,year.built,year.remod.add,roof.style,roof.matl,exterior.1st,exterior.2nd,mas.vnr.type,mas.vnr.area,exter.qual,exter.cond,foundation,bsmt.qual,bsmt.cond,bsmt.exposure,bsmtfin.type.1,bsmtfin.sf.1,bsmtfin.type.2,bsmtfin.sf.2,bsmt.unf.sf,total.bsmt.sf,heating,heating.qc,central.air,electrical,x1st.flr.sf,x2nd.flr.sf,low.qual.fin.sf,gr.liv.area,bsmt.full.bath,bsmt.half.bath,full.bath,half.bath,bedroom.abvgr,kitchen.abvgr,kitchen.qual,totrms.abvgrd,functional,fireplaces,fireplace.qu,garage.type,garage.yr.blt,garage.finish,garage.cars,garage.area,garage.qual,garage.cond,paved.drive,wood.deck.sf,open.porch.sf,enclosed.porch,x3ssn.porch,screen.porch,pool.area,pool.qc,fence,misc.feature,mo.sold,yr.sold,sale.type,sale.condition,saleprice,ln.lot.frontage,ln.lot.area,house.age,yrs.since.remod,has.2nd.floor
RL,78,12011,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,0,130,1086,GasA,Ex,Y,SB,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,A,1998,RFn,2,592,TA,TA,Y,208,75,0,0,374,0,No Pool,No Fence,No Feature,6,2006,Warranty Deed,Normal,280000,4.356708826689592,9.39357817555449,8,8,1
RL,93,12090,Pave,No Alley,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1141,1141,GasA,Gd,Y,SB,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BI,1998,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,No Pool,No Fence,No Feature,7,2006,Warranty Deed,Not Normal,258000,4.532599493153256,9.400133943608838,8,8,1
RL,89,10236,Pave,No Alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,501,Gd,TA,PConc,Gd,TA,Gd,GLQ,380,BLQ,168,742,1290,GasA,Ex,Y,SB,1305,1189,0,2494,1,0,2,1,4,1,Gd,9,Typ,1,TA,A,1994,Fin,3,803,TA,TA,Y,200,95,0,0,0,0,No Pool,GdPrv,No Feature,6,2006,Warranty Deed,Normal,321000,4.48863636973214,9.23366619727968,12,11,1
RL,92,10120,Pave,No Alley,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,740,Unf,0,425,1165,GasA,Ex,Y,SB,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,TA,A,1994,RFn,3,844,TA,TA,Y,309,78,0,0,0,0,No Pool,No Fence,No Feature,12,2006,Warranty Deed,Normal,290000,4.5217885770490405,9.222268942841456,12,12,1
RL,75,12447,Pave,No Alley,IR1,Lvl,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192,Gd,TA,PConc,Gd,Gd,No Exposure,Unf,0,Unf,0,1100,1100,GasA,Ex,Y,SB,1116,848,0,1964,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BI,2005,Fin,2,760,TA,TA,Y,200,70,0,0,0,0,No Pool,No Fence,No Feature,1,2006,New,Normal,252000,4.31748811353631,9.429234909000977,1,0,1
RL,49,20896,Pave,No Alley,Mod+ IR,Lvl,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,GasA,Ex,Y,SB,2097,0,0,2097,1,0,1,1,1,1,Ex,8,Typ,1,Ex,A,2005,Fin,3,1134,TA,TA,Y,192,267,0,0,0,0,No Pool,No Fence,No Feature,1,2006,New,Normal,423000,3.8918202981106265,9.947313032076158,1,0,0
RL,85,10182,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,GasA,Ex,Y,SB,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,A,2006,RFn,2,500,TA,TA,Y,322,50,0,0,0,0,No Pool,No Fence,No Feature,5,2006,New,Normal,290000,4.442651256490317,9.228376734462282,0,0,0
RL,73,8688,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,Y,SB,1616,0,0,1616,0,0,2,0,3,1,Gd,7,Typ,0,No Fireplace,A,2005,RFn,3,834,TA,TA,Y,208,59,0,0,0,0,No Pool,No Fence,No Feature,4,2006,Warranty Deed,Normal,232000,4.290459441148391,9.069698042173716,1,1,0
RL,85,10936,Pave,No Alley,Reg,Lvl,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1504,1504,GasA,Ex,Y,SB,1504,0,0,1504,0,0,2,0,3,1,Gd,7,Typ,0,No Fireplace,A,2006,Fin,2,510,TA,TA,Y,144,0,0,0,0,0,No Pool,No Fence,No Feature,9,2006,New,Normal,199000,4.442651256490317,9.299815378403785,0,0,0
FV,72,8640,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,24,Unf,0,1254,1278,GasA,Ex,Y,SB,1278,0,0,1278,0,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,A,2006,RFn,2,584,TA,TA,Y,0,60,0,0,0,0,No Pool,No Fence,No Feature,10,2006,New,Normal,198600,4.276666119016055,9.064157861798101,0,0,0
FV,100,13162,Pave,No Alley,Reg,Lvl,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No Exposure,GLQ,1836,Unf,0,200,2036,GasA,Ex,Y,SB,2036,604,0,2640,1,0,3,1,3,1,Ex,11,Typ,1,Gd,A,2006,RFn,3,792,TA,TA,Y,0,265,0,0,0,0,No Pool,No Fence,No Feature,11,2006,New,Normal,405749,4.605170185988092,9.485089169016064,0,0,1
FV,84,10728,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,GasA,Gd,Y,SB,1095,844,0,1939,0,0,2,1,3,1,Gd,8,Typ,1,Gd,A,2006,RFn,3,1053,TA,TA,Y,192,51,0,0,0,0,No Pool,No Fence,No Feature,8,2006,New,Normal,266000,4.430816798843313,9.280612424961515,0,0,1
FV,65,8125,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,858,858,GasA,Ex,Y,SB,858,858,0,1716,0,0,2,1,3,1,Gd,7,Typ,0,No Fireplace,A,2005,RFn,2,615,TA,TA,Y,0,53,0,0,0,0,No Pool,No Fence,No Feature,2,2006,Warranty Deed,Normal,200825,4.174387269895637,9.002701007197938,1,1,1
FV,60,7200,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,905,Unf,0,357,1262,GasA,Gd,Y,SB,1262,0,0,1262,0,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,A,2006,Fin,2,572,TA,TA,Y,0,120,0,0,0,0,No Pool,No Fence,No Feature,5,2006,New,Normal,185000,4.0943445622221,8.881836305004146,0,0,0
FV,62,7500,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1257,1257,GasA,Ex,Y,SB,1266,0,0,1266,0,0,2,0,3,1,Gd,6,Typ,1,TA,A,2005,Unf,2,453,TA,TA,Y,38,144,0,0,0,0,No Pool,No Fence,No Feature,4,2006,Warranty Deed,Normal,176000,4.127134385045092,8.922658299524402,1,1,0
RL,74,7733,Pave,No Alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Mn,GLQ,24,Unf,0,1118,1142,GasA,Ex,Y,SB,1142,0,0,1142,0,0,1,1,3,1,Gd,5,Typ,0,No Fireplace,None,0,None,0,0,None,None,Y,4,50,0,0,0,0,No Pool,No Fence,No Feature,1,2006,Warranty Deed,Normal,139500,4.30406509320417,8.953252164609035,1,1,0
RL,91,11024,Pave,No Alley,IR1,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1400,1400,GasA,Ex,Y,SB,1400,0,0,1400,0,0,2,0,3,1,Gd,6,Typ,0,No Fireplace,A,2005,RFn,2,612,TA,TA,Y,144,55,0,0,0,0,No Pool,No Fence,No Feature,10,2006,New,Normal,186800,4.51085950651685,9.30782999325344,1,0,0
RL,63,13072,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1131,1131,GasA,Ex,Y,SB,1131,0,0,1131,0,0,1,1,3,1,Gd,6,Typ,0,No Fireplace,None,0,None,0,0,None,None,Y,0,39,0,0,0,0,No Pool,No Fence,No Feature,3,2006,New,Normal,132000,4.143134726391533,9.478227817099784,1,0,0
RL,63,13072,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1141,1141,GasA,Ex,Y,SB,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,No Fireplace,D,2005,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,3,2006,Warranty Deed,Not Normal,142500,4.143134726391533,9.478227817099784,1,1,0
RL,63,13072,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No Exposure,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SB,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,No Fireplace,D,2006,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,No Pool,No Fence,No Feature,5,2006,New,Normal,158000,4.143134726391533,9.478227817099784,2,2,0
RL,74,7632,Pave,No Alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,784,784,GasA,Ex,Y,SB,831,754,0,1585,0,0,2,1,3,1,Gd,7,Typ,0,No Fireplace,A,2005,RFn,2,449,TA,TA,Y,100,77,0,0,0,0,No Pool,No Fence,No Feature,3,2006,Warranty Deed,Normal,184900,4.30406509320417,8.940105213128122,1,1,1
RL,70,8304,Pave,No Alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,941,941,GasA,Ex,Y,SB,941,896,0,1837,0,0,2,1,3,1,TA,7,Typ,0,No Fireplace,A,1997,RFn,2,688,TA,TA,Y,150,165,0,0,0,0,No Pool,GdPrv,No Feature,7,2006,Warranty Deed,Normal,187000,4.248495242049359,9.024492605405669,9,8,1
RL,65,7153,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No Exposure,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SB,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,No Fireplace,A,1992,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,No Pool,No Fence,No Feature,7,2006,Warranty Deed,Normal,175900,4.174387269895637,8.875287128108384,14,14,1
RL,70,9370,Pave,No Alley,Mod+ IR,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No Exposure,ALQ,758,Unf,0,78,836,GasA,Ex,Y,SB,844,887,0,1731,1,0,2,1,3,1,Gd,7,Typ,0,No Fireplace,A,1992,RFn,2,462,TA,TA,Y,307,85,0,0,224,0,No Pool,No Fence,Feature,10,2006,Warranty Deed,Not Normal,248500,4.248495242049359,9.145268375232467,14,13,1
RL,50,7175,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1991,1991,Gable,CompShg,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,278,Unf,0,939,1217,GasA,Gd,Y,SB,1217,0,0,1217,0,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,A,1991,RFn,2,484,TA,TA,Y,0,64,0,0,0,0,No Pool,No Fence,No Feature,6,2006,Warranty Deed,Normal,151000,3.912023005428146,8.878358040627822,15,15,0
RL,67,9019,Pave,No Alley,IR1,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No Exposure,ALQ,274,Unf,0,362,636,GasA,Ex,Y,SB,636,684,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,No Fireplace,A,1994,Fin,2,472,TA,TA,Y,0,40,0,0,0,0,No Pool,No Fence,No Feature,7,2006,Warranty Deed,Normal,150000,4.204692619390966,9.107088742165708,12,12,1
RH,67,8900,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No Exposure,Rec,1056,Unf,0,0,1056,GasA,TA,Y,SB,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,D,1966,Unf,1,384,TA,TA,Y,0,42,0,0,0,0,No Pool,MnPrv,No Feature,11,2006,Warranty Deed,Normal,107000,4.204692619390966,9.093806555720231,40,40,0
RL,70,9100,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51,TA,TA,CBlock,TA,TA,No Exposure,LwQ,36,Unf,0,952,988,GasA,Ex,Y,SB,988,0,0,988,1,0,1,0,3,1,TA,6,Typ,0,No Fireplace,D,1977,Unf,2,624,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,7,2006,Warranty Deed,Normal,129500,4.248495242049359,9.116029692504942,44,44,0
RM,70,9100,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,TA,TA,CBlock,TA,TA,No Exposure,Rec,1332,Unf,0,396,1728,GasA,TA,Y,SB,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,No Fireplace,D,1963,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,11,2006,Other,Not Normal,125000,4.248495242049359,9.116029692504942,43,43,0
RM,68,8927,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,GasA,TA,Y,SB,1286,368,0,1654,0,0,2,0,4,2,TA,10,Typ,0,No Fireplace,A,1977,RFn,2,528,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,8,2006,Warranty Deed,Normal,119500,4.219507705176107,9.096835671179361,29,29,1
RL,72,8638,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,TA,TA,No Exposure,ALQ,181,Unf,0,744,925,GasA,Gd,Y,SB,925,0,0,925,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,D,1990,Unf,2,484,TA,TA,Y,203,74,0,0,0,0,No Pool,No Fence,No Feature,10,2006,Warranty Deed,Normal,133500,4.276666119016055,9.063926353520646,43,43,0
RL,72,13526,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114,TA,TA,CBlock,TA,TA,No Exposure,BLQ,560,LwQ,375,0,935,GasA,TA,Y,SB,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,No Fireplace,A,1965,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,No Pool,MnPrv,No Feature,11,2006,Warranty Deed,Normal,137000,4.276666119016055,9.512369038134885,41,41,0
RL,72,8020,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No Exposure,ALQ,644,Unf,0,268,912,GasA,TA,N,SB,912,0,0,912,0,0,1,0,3,1,TA,6,Typ,0,No Fireplace,None,0,None,0,0,None,None,Y,0,0,0,0,0,0,No Pool,GdWo,No Feature,4,2006,Warranty Deed,Normal,124000,4.276666119016055,8.98969370086056,42,42,0
RL,65,6993,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No Exposure,BLQ,465,Unf,0,447,912,GasA,TA,Y,SB,1236,0,0,1236,0,0,1,0,3,1,TA,6,Typ,1,TA,A,1961,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,6,2006,Warranty Deed,Normal,135000,4.174387269895637,8.852664927703866,45,12,0
RL,72,8789,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,Mn,Rec,659,Unf,0,253,912,GasA,TA,Y,SB,941,0,0,941,0,0,1,0,3,1,TA,6,Typ,1,Po,A,1967,Unf,1,288,TA,TA,Y,64,0,0,0,0,0,No Pool,No Fence,No Feature,6,2006,Warranty Deed,Normal,129200,4.276666119016055,9.081256218564645,39,39,0
RL,100,14330,Pave,No Alley,IR1,Low,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,1023,BLQ,497,228,1748,GasA,Gd,Y,SB,2151,495,0,2646,1,2,2,0,3,1,Gd,9,Mod,4,TA,A,1974,RFn,2,550,TA,TA,Y,641,100,0,0,0,800,Gd,GdPrv,No Feature,1,2006,Warranty Deed,Normal,260000,4.605170185988092,9.570110520822217,32,32,1
RL,105,11025,Pave,No Alley,Reg,HLS,Inside,Not Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692,Gd,TA,PConc,Ex,TA,Gd,GLQ,1118,Unf,0,216,1334,GasA,Ex,Y,SB,1520,1306,0,2826,1,0,2,1,3,1,Gd,9,Typ,3,TA,A,1992,RFn,3,888,TA,TA,Y,177,208,186,0,0,0,No Pool,No Fence,No Feature,10,2006,Warranty Deed,Normal,334000,4.653960350157523,9.307920700315046,14,13,1
RL,89,13346,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,728,Unf,0,367,1095,GasA,Ex,Y,SB,1166,1129,0,2295,1,0,2,1,4,1,Gd,9,Typ,1,TA,A,1992,RFn,2,590,TA,TA,Y,0,40,0,0,0,0,No Pool,No Fence,No Feature,7,2006,Warranty Deed,Normal,268000,4.48863636973214,9.498971993463552,14,6,1
RL,89,12461,Pave,No Alley,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,1456,Unf,0,168,1624,GasA,Ex,Y,SB,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,A,1994,RFn,3,757,TA,TA,Y,0,114,192,0,0,0,No Pool,GdPrv,No Feature,7,2006,Warranty Deed,Normal,262000,4.48863636973214,9.430359045942868,12,11,0
FV,34,3628,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SB,1143,0,0,1143,0,0,1,1,1,1,Gd,5,Typ,1,Gd,A,2004,RFn,2,588,TA,TA,Y,0,191,0,0,0,0,No Pool,No Fence,No Feature,5,2006,Warranty Deed,Normal,176400,3.5263605246161616,8.196436811235028,2,2,0
FV,37,3316,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,1039,Unf,0,208,1247,GasA,Ex,Y,SB,1247,0,0,1247,1,0,1,1,1,1,Gd,4,Typ,1,Gd,A,2005,Fin,2,550,TA,TA,Y,0,84,0,0,0,0,No Pool,No Fence,No Feature,4,2006,Warranty Deed,Normal,197000,3.6109179126442243,8.106514516255185,1,1,0
FV,30,3180,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,600,600,GasA,Ex,Y,SB,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,No Fireplace,D,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,No Pool,No Fence,No Feature,6,2006,Warranty Deed,Normal,151000,3.4011973816621555,8.064636475774222,1,1,1
FV,24,2544,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,600,600,GasA,Ex,Y,SB,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,0,No Fireplace,D,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,No Pool,No Fence,No Feature,7,2006,Warranty Deed,Normal,147400,3.1780538303479458,7.841492924460013,1,1,1
FV,24,2544,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,600,600,GasA,Ex,Y,SB,520,623,80,1223,0,0,2,1,2,1,Gd,4,Typ,0,No Fireplace,D,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,No Pool,No Fence,No Feature,7,2006,Warranty Deed,Normal,149900,3.1780538303479458,7.841492924460013,1,1,1
FV,30,3180,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,600,600,GasA,Ex,Y,SB,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,No Fireplace,D,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,No Pool,No Fence,No Feature,4,2006,Warranty Deed,Not Normal,144152,3.4011973816621555,8.064636475774222,1,1,1
FV,114,8314,Pave,Pave,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,569,569,GasA,Ex,Y,SB,854,840,0,1694,0,0,2,1,3,1,Gd,6,Typ,1,TA,BI,1997,Unf,1,434,TA,TA,Y,0,382,0,0,110,0,No Pool,GdPrv,No Feature,11,2006,Warranty Deed,Normal,200000,4.736198448394496,9.025696119812583,9,8,1
FV,60,7180,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1568,1568,GasA,Ex,Y,SB,1568,0,0,1568,0,0,2,0,3,1,Gd,6,Typ,1,TA,A,2001,RFn,2,564,TA,TA,Y,0,266,0,0,0,0,No Pool,No Fence,No Feature,9,2006,Warranty Deed,Normal,221000,4.0943445622221,8.87905466204227,5,4,0
RL,30,9549,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SB,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,A,1995,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,No Pool,No Fence,No Feature,4,2006,Warranty Deed,Normal,270000,3.4011973816621555,9.164191715950203,11,10,0
